Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,161.4550018310547,163.60899353027344,159.21800231933594,159.8000030517578,85.2702865600586,1924434
2010-01-05,162.0,162.52699279785156,160.4550018310547,161.3730010986328,86.10966491699219,2999596
2010-01-06,162.50900268554688,164.96400451660156,161.8179931640625,162.7550048828125,86.84711456298828,4112664
2010-01-07,162.71800231933594,162.7270050048828,159.4550018310547,160.9550018310547,85.88660430908203,1834883
2010-01-08,161.4550018310547,161.8179931640625,158.1909942626953,158.8730010986328,84.77564239501953,2535022
2010-01-11,159.2729949951172,160.90899658203125,157.5,158.0,84.30980682373047,2856662
2010-01-12,158.1820068359375,158.1820068359375,152.7270050048828,153.1269989013672,81.70954895019531,4085873
2010-01-13,150.90899658203125,153.23599243164062,149.09100341796875,152.70899963378906,81.48649597167969,6674635
2010-01-14,154.36399841308594,161.4550018310547,151.13600158691406,151.927001953125,81.0691909790039,6267998
2010-01-15,153.09100341796875,154.1820068359375,150.927001953125,152.93600463867188,81.60762786865234,3994942
2010-01-18,152.70899963378906,157.60000610351562,151.0,156.97300720214844,83.76181030273438,5674537
2010-01-19,157.63600158691406,159.09100341796875,156.0,156.98199462890625,83.7665786743164,3695791
2010-01-20,158.5449981689453,160.8000030517578,157.85499572753906,159.48199462890625,85.1006088256836,4006184
2010-01-21,156.7270050048828,158.90899658203125,151.8730010986328,155.15499877929688,82.79167938232422,5135014
2010-01-22,151.8179931640625,154.1269989013672,149.5449981689453,152.84500122070312,81.55906677246094,4085098
2010-01-25,151.63600158691406,152.5449981689453,150.1999969482422,151.1999969482422,80.68126678466797,3219436
2010-01-27,149.10000610351562,149.98199462890625,142.1820068359375,143.67300415039062,76.66483306884766,7580430
2010-01-28,145.63600158691406,148.76400756835938,141.8179931640625,143.39100646972656,76.51435089111328,8638152
2010-01-29,141.8179931640625,152.5449981689453,140.5449981689453,150.98199462890625,80.56495666503906,14095549
2010-02-01,149.4550018310547,153.96400451660156,148.2729949951172,151.39100646972656,80.783203125,4364882
2010-02-02,152.90899658203125,153.09100341796875,148.1820068359375,148.59100341796875,79.28910064697266,4532192
2010-02-03,148.63600158691406,153.3820037841797,148.63600158691406,152.39999389648438,81.32160186767578,4090086
2010-02-04,151.8179931640625,154.3730010986328,150.1999969482422,150.78199768066406,80.45824432373047,3260637
2010-02-05,145.4550018310547,147.2729949951172,143.8179931640625,145.15499877929688,77.45564270019531,4005535
2010-02-08,147.2729949951172,148.8820037841797,143.09100341796875,146.5,78.17333984375,4716932
2010-02-09,146.0,148.43600463867188,144.06399536132812,147.49099731445312,78.70214080810547,4614027
2010-02-10,149.09100341796875,149.09100341796875,145.09100341796875,145.55499267578125,77.66907501220703,3128824
2010-02-11,146.89100646972656,150.89100646972656,146.89100646972656,150.23599243164062,80.1668701171875,3973046
2010-02-15,151.09100341796875,152.5,147.90899658203125,148.49099731445312,79.23574829101562,1903028
2010-02-16,148.90899658203125,152.36399841308594,148.7270050048828,151.41799926757812,80.79761505126953,2061252
2010-02-17,152.36399841308594,154.14500427246094,151.01800537109375,152.90899658203125,81.59321594238281,4369448
2010-02-18,152.927001953125,154.90899658203125,151.4550018310547,152.60000610351562,81.42832946777344,3826328
2010-02-19,152.5449981689453,152.5449981689453,148.58200073242188,151.0,80.57457733154297,3226823
2010-02-22,150.5449981689453,154.52699279785156,150.5449981689453,151.21800231933594,80.69088745117188,2012659
2010-02-23,150.0,154.50900268554688,150.0,153.6999969482422,82.01529693603516,3929805
2010-02-24,153.63600158691406,153.78199768066406,151.85499572753906,153.06399536132812,81.6759262084961,2338369
2010-02-25,154.16400146484375,155.46400451660156,151.29100036621094,154.8000030517578,82.60226440429688,3500547
2010-02-26,154.0,161.1820068359375,152.90899658203125,158.51800537109375,84.58621215820312,7928789
2010-03-02,160.927001953125,163.94500732421875,160.927001953125,163.1820068359375,87.074951171875,4268077
2010-03-03,164.0,165.8000030517578,162.64500427246094,165.1999969482422,88.15177154541016,4715926
2010-03-04,165.8179931640625,166.17300415039062,161.8179931640625,163.26400756835938,87.11871337890625,3090747
2010-03-05,163.82699584960938,165.1269989013672,162.1179962158203,163.96400451660156,87.49224090576172,2691156
2010-03-08,166.36399841308594,168.47300720214844,166.0,167.7729949951172,89.52473449707031,5836188
2010-03-09,167.65499877929688,169.78199768066406,165.3090057373047,168.14500427246094,89.72323608398438,5001150
2010-03-10,168.1820068359375,169.03599548339844,165.1820068359375,166.8730010986328,89.04450225830078,4558180
2010-03-11,166.36399841308594,170.1820068359375,166.36399841308594,169.34500122070312,90.36355590820312,3798685
2010-03-12,170.0,171.10899353027344,169.46400451660156,170.34500122070312,90.89717864990234,3152611
2010-03-15,169.09100341796875,169.4550018310547,166.43600463867188,167.89100646972656,89.58771514892578,2452786
2010-03-16,167.7270050048828,170.90899658203125,165.84500122070312,169.23599243164062,90.30542755126953,2172560
2010-03-17,170.63600158691406,173.2729949951172,170.1820068359375,172.56399536132812,92.08123779296875,4492802
2010-03-18,173.2729949951172,175.4550018310547,172.40899658203125,174.6179962158203,93.1772689819336,3506602
2010-03-19,174.90899658203125,175.63600158691406,172.7550048828125,173.60899353027344,92.63888549804688,1976541
2010-03-22,169.8179931640625,172.0,167.47300720214844,170.08200073242188,90.75684356689453,3879717
2010-03-23,170.8730010986328,171.90899658203125,167.65499877929688,168.29100036621094,89.80115509033203,3422232
2010-03-25,168.36399841308594,170.0,166.0,169.08200073242188,90.2232437133789,2488354
2010-03-26,170.90899658203125,173.10000610351562,170.0,172.3090057373047,91.9451904296875,2446504
2010-03-29,171.63600158691406,174.3000030517578,170.8179931640625,173.28199768066406,92.46437072753906,3289165
2010-03-30,171.09100341796875,176.0,171.09100341796875,174.55499267578125,93.1436538696289,5277288
2010-03-31,175.4550018310547,176.34500122070312,172.6179962158203,173.21800231933594,92.43022918701172,3097072
2010-04-01,173.09100341796875,174.58200073242188,171.8179931640625,173.28199768066406,92.46437072753906,2329250
2010-04-05,174.55499267578125,179.8179931640625,174.55499267578125,178.97300720214844,95.50113677978516,3889628
2010-04-06,179.1269989013672,183.5449981689453,179.1269989013672,181.44500732421875,96.82022094726562,5805910
2010-04-07,181.2729949951172,183.2729949951172,178.1820068359375,179.39100646972656,95.72417449951172,1973202
2010-04-08,177.56399536132812,179.39999389648438,174.01800537109375,174.64500427246094,93.1916732788086,2202750
2010-04-09,176.7270050048828,178.34500122070312,175.44500732421875,177.71800231933594,94.83145141601562,1749891
2010-04-12,178.2729949951172,179.09100341796875,174.927001953125,175.4550018310547,93.62390899658203,2063749
2010-04-13,175.09100341796875,175.09100341796875,171.02699279785156,171.29100036621094,91.40196228027344,2039131
2010-04-15,173.63600158691406,174.1269989013672,166.50900268554688,166.927001953125,89.07332611083984,4039096
2010-04-16,168.0,170.14500427246094,166.36399841308594,167.572998046875,89.41802215576172,3127157
